6268,5,2018-04-03,0,66,1,2,55626,101.0,2.08,2.13,3.23,0.09,6854.880999999999,159,-1,-1,2317,-1,-1,-1,8.0
11336,12,2018-04-04,0,49,1,1,31940,88.0,2.16,3.09,2.28,0.22,58748.942,224,-1,-1,1330,-1,-1,-1,7.0
9487,5,2018-04-04,0,58,1,2,59605,96.0,2.23,3.26,2.33,0.06,4375.218,221,-1,-1,2483,-1,-1,-1,16.0
9083,23,2018-04-04,0,163,1,2,41264,91.0,3.45,2.8,2.4,0.11,1489.36,194,781,11,1719,54,23,71,33.0
9155,23,2018-04-04,0,210,1,2,45204,102.0,3.26,3.02,2.45,0.09,13708.82,143,808,11,1883,56,19,73,22.0
8731,23,2018-04-04,0,186,1,2,41759,101.0,2.84,2.37,4.05,0.08,108.14299999999999,163,829,11,1739,58,18,75,38.0
9372,5,2018-04-04,0,64,1,2,48071,91.0,2.99,3.55,2.06,0.1,15100.798,146,531,15,2002,40,30,35,2.0
6256,5,2018-04-04,0,56,1,2,48599,90.0,2.61,2.89,3.23,0.11,2477.422,159,-1,-1,2024,-1,-1,-1,14.0
8781,22,2018-04-04,0,104,1,3,40650,100.0,3.72,3.5,2.53,0.13,13867.563999999998,157,549,15,1693,38,31,37,28.0
11176,8,2018-04-04,0,120,1,1,31136,83.0,2.95,3.2,2.44,0.1,1119.437,323,738,12,1297,51,38,62,22.0
9857,12,2018-04-04,0,152,1,1,37371,98.0,3.32,3.37,3.0,0.15,50.003,637,510,8,1557,35,78,64,262.0
98,22,2018-04-04,0,88,1,2,37176,98.0,3.1,3.12,3.15,0.13,3054.922,176,926,16,1549,65,17,58,9.0
9576,5,2018-04-04,0,67,1,2,29133,89.0,3.39,2.57,2.68,0.15,26546.042,653,198,6,1213,14,195,33,311.0
11124,8,2018-04-04,0,76,1,1,27850,86.0,2.79,3.49,2.18,0.07,469.894,222,-1,-1,1160,-1,-1,-1,14.0
7216,22,2018-04-04,0,123,1,5,54931,128.0,1.92,3.06,1.71,0.19,85703.80099999999,239,579,8,2288,42,37,72,101.0
4353,23,2018-04-04,0,107,1,2,35643,99.0,3.55,3.27,3.55,0.13,27.478,418,850,11,1485,59,25,77,298.0
8781,22,2018-04-05,0,105,1,3,18798,98.0,3.36,2.74,2.03,0.08,212.324,154,508,16,927,35,35,32,18.0
8796,23,2018-04-05,0,113,1,3,51786,94.0,3.0,3.38,3.06,0.13,6471.424,406,730,11,2157,51,36,66,148.0
8627,23,2018-04-05,0,73,1,3,53663,97.0,2.41,3.16,3.35,0.08,1527.566,314,358,8,2235,25,90,45,30.0
6268,5,2018-04-05,0,68,1,2,52849,103.0,2.67,2.34,3.29,0.11,29580.137000000002,141,-1,-1,2202,-1,-1,-1,-4.0
11124,8,2018-04-05,0,77,1,1,31136,87.0,2.92,3.16,3.51,0.09,190.546,203,-1,-1,1297,-1,-1,-1,0.0
7216,22,2018-04-05,0,124,1,5,53404,125.0,2.08,2.62,1.78,0.18,24603.664,201,826,15,2225,55,17,55,118.0
11259,2,2018-04-05,0,49,1,1,33466,84.0,3.02,2.72,3.22,0.15,49545.038,215,676,14,1394,47,35,48,-6.0
866,6,2018-04-05,0,165,1,1,33049,92.0,3.27,3.27,2.54,0.13,5164.161,219,667,12,1377,46,32,56,11.0
9576,5,2018-04-05,0,68,1,2,43625,97.0,3.09,2.79,3.18,0.16,1479.108,736,-1,-1,1817,-1,-1,-1,441.0
9083,23,2018-04-05,0,164,1,2,42059,87.0,3.75,3.46,3.15,0.17,1333.521,201,610,7,1752,42,33,87,26.0
11177,8,2018-04-05,0,84,1,1,34451,89.0,2.75,2.71,2.12,0.14,133352.143,227,751,18,1435,52,33,42,-6.0
